Setting up DRV SPI
Finished DRV SPI setup
Testing position 1 at speeds of 1, 0.5, then 0.25
0	3	0.56184	0.562
1	5	2.62431	2.624
2	0	0.00000	0.000
3	1	1.51176	1.512
4	6	4.73428	4.734
5	4	3.68838	3.688
6	2	5.77277	5.773
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.19783	5.198
2	6	-0.89328	0.893
3	2	-6.13517	6.135
4	5	-3.05357	3.054
5	1	-4.14981	4.150
6	4	-1.93499	1.935
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.53139	5.063
2	3	0.51122	1.023
3	1	1.44983	2.900
4	6	4.69905	9.398
5	4	3.61732	7.235
6	2	5.74086	11.482
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.14707	10.294
2	6	-0.86359	1.727
3	2	-6.07364	12.147
4	5	-2.98817	5.976
5	1	-4.09090	8.182
6	4	-1.90827	3.817
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.48226	9.929
2	3	0.48745	1.950
3	1	1.42666	5.707
4	6	4.68365	18.735
5	4	3.58371	14.335
6	2	5.72644	22.906
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.12417	20.497
2	6	-0.85084	3.403
3	2	-6.04820	24.193
4	5	-2.95882	11.835
5	1	-4.06186	16.248
6	4	-1.89605	7.584
7	0	0.00000	0.000

Advancing to position 2
0	0	0.00000	0.000
1	5	3.15151	0.630
2	3	0.94728	0.190
3	1	2.10620	0.421
4	6	5.22631	1.045
5	4	4.17654	0.835
6	2	6.27930	1.256
7	0	0.00000	0.000

Testing position 2 at speed of 1
0	0	0.00000	0.000
1	5	2.74230	2.742
2	3	0.51079	0.511
3	1	1.67987	1.680
4	6	4.73719	4.737
5	4	3.58192	3.582
6	2	5.86630	5.866
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.09016	5.090
2	6	-0.87176	0.872
3	2	-6.24985	6.250
4	5	-3.14656	3.147
5	1	-3.98775	3.988
6	4	-2.01591	2.016
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.74194	2.742
2	3	0.45533	0.455
3	1	1.67888	1.679
4	6	4.73624	4.736
5	4	3.58131	3.581
6	2	5.86593	5.866
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.08882	5.089
2	6	-0.87281	0.873
3	2	-6.24869	6.249
4	5	-3.14724	3.147
5	1	-3.98750	3.988
6	4	-2.01643	2.017
7	0	0.00000	0.000

0	0	0.00000	0.000
1	5	2.74253	2.743
2	3	0.45589	0.456
3	1	1.67847	1.679
4	6	4.73625	4.736
5	4	3.58120	3.581
6	2	5.86546	5.866
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.08872	5.089
2	6	-0.87376	0.874
3	2	-6.24847	6.249
4	5	-3.14759	3.148
5	1	-3.98751	3.988
6	4	-2.01675	2.017
7	0	0.00000	0.000

Reversing to position 0
0	0	0.00000	0.000
1	3	-5.60473	1.121
2	6	-1.38769	0.278
3	0	0.00000	0.000
4	5	-3.62144	0.724
5	1	-4.56297	0.913
6	4	-2.44894	0.490
7	0	0.00000	0.000

0	0	0.00000	0.000
1	3	-5.63768	1.128
2	6	-1.45856	0.292
3	2	-0.40475	0.081
4	5	-3.54527	0.709
5	1	-4.57403	0.915
6	4	-2.50035	0.500
7	0	0.00000	0.000

Testing position 0 at speed of 1
0	0	0.00000	0.000
1	5	2.61415	2.614
2	3	0.43362	0.434
3	1	1.64717	1.647
